load_demand_mw,battery_charge_mw,battery_discharge_mw,battery_net_mw,battery_soc,grid_purchase_mw,grid_sale_mw,total_renewable_mw,grid_net_mw,total_supply_mw,power_balance_mw
45.44704273771011,-100.0,0.1,-99.9,50.0,545.44704,500.0,0.0,45.447040000000015,-54.45295999999999,-99.90000273771011
41.8838579870162,-94.768421,0.094768421,-94.673652579,50.0,541.88386,500.0,0.0,41.88386000000003,-52.78979257899998,-94.67365056601618
40.51815083048055,-89.542074,0.089542074,-89.452531926,50.0,540.51815,500.0,0.0,40.51814999999999,-48.934381926000015,-89.45253275648057
39.157502690870096,-84.320953,0.084320953,-84.236632047,50.0,489.1575,500.0,0.0,-10.842499999999973,-95.07913204699997,-134.23663473787008
36.82672650270473,-31.605053,0.031605053,-31.573447947000002,50.0,514.40025,500.0,0.0,14.400250000000028,-17.173197946999974,-53.99992444970471
38.81737317357964,-5.1367157,0.0051367157,-5.1315789843,50.0,538.81737,500.0,0.0,38.81736999999998,33.685791015699984,-5.131582157879656
43.32653876502621,-0.0,0.0,0.0,45.125,548.20154,500.0,0.0,48.20154000000002,48.20154000000002,4.875001234973816
48.73673733998679,-0.0,0.0,0.0,40.24512,558.49162,500.0,0.0,58.49162000000001,58.49162000000001,9.754882660013223
54.48357817547155,-5.1367157,0.0051367157,-5.1315789843,50.0,554.48358,500.0,0.0,54.48357999999996,49.35200101569996,-5.131577159771588
60.65107205230315,-0.0,0.0,0.0,45.125,565.52607,500.0,0.0,65.52607,65.52607,4.874997947696855
64.3975569993438,-0.0,0.0,0.0,45.125,569.27256,500.0,0.0,69.27256,69.27256,4.875003000656193
67.36660753514445,-0.0,0.0,0.0,30.375451,586.99116,500.0,0.0,86.99116000000004,86.99116000000004,19.624552464855583
70.33874718019244,-15.525841,0.015525841,-15.510315159,0.0,620.33875,500.0,0.0,120.33875,104.828434841,34.48968766080756
69.24487644769277,-63.010316,0.063010316,-62.947305684,50.0,569.24488,500.0,0.0,69.24487999999997,6.297574315999967,-62.94730213169281
67.58511503448175,-57.815726,0.057815726,-57.757910274,0.0,617.58512,500.0,0.0,117.58511999999996,59.827209725999964,-7.7579053084817815
67.23528896023228,-105.25791,0.10525791,-105.15265208999999,0.0,617.23529,500.0,0.0,117.23528999999996,12.082637909999974,-55.15265105023231
64.66306292115856,-152.65265,0.15265265,-152.49999735,0.0,614.66306,500.0,0.0,114.66305999999997,-37.83693735000003,-102.50000027115858
65.40852153237385,-200.0,0.2,-199.8,44.935,570.47352,500.0,0.0,70.47352000000001,-129.32648,-194.73500153237387
60.874050146353696,-200.0,0.2,-199.8,50.0,560.87405,500.0,0.0,60.87405000000001,-138.92595,-199.80000014635368
56.36172770645106,-194.66842,0.19466842,-194.47375158,50.0,556.36173,500.0,0.0,56.361729999999966,-138.11202158000003,-194.4737492864511
56.61221364581371,-189.34217,0.18934217,-189.15282783,50.0,556.61221,500.0,0.0,56.612210000000005,-132.54061783,-189.1528314758137
51.765192647494004,-184.02125,0.18402125,-183.83722875,50.0,524.47963,500.0,0.0,24.479630000000043,-159.35759874999997,-211.12279139749398
48.06482707650041,-152.78436,0.15278436,-152.63157564,50.0,498.06483,500.0,0.0,-1.9351700000000278,-154.56674564000002,-202.63157271650044
0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
