load_demand_mw,pv_generation_mw,wind_generation_mw,battery_charge_mw,battery_discharge_mw,battery_net_mw,battery_soc,grid_purchase_mw,grid_sale_mw,total_renewable_mw,grid_net_mw,total_supply_mw,power_balance_mw
45.44704273771011,0.0,10.337123400806277,-100.0,0.1,-99.9,0.0,35.109919,0.0,10.337123400806277,35.109919,-54.45295759919373,-99.90000033690384
41.8838579870162,0.0,15.921680029422449,-99.9,0.0999,-99.8001,0.0,25.962178,0.0,15.921680029422449,25.962178,-57.91624197057755,-99.80009995759374
40.51815083048055,0.0,7.015340326305186,-99.8001,0.0998001,-99.7002999,0.0,39.352927,0.0,7.015340326305186,39.352927,-53.33203257369481,-93.85018340417537
39.157502690870096,0.0,22.913678993802215,-105.25791,0.10525791,-105.15265208999999,0.0,66.243824,0.0,22.913678993802215,66.243824,-15.995149096197778,-55.152651787067875
36.82672650270473,0.0,5.010207729711825,-152.65265,0.15265265,-152.49999735,0.0,81.816519,0.0,5.010207729711825,81.816519,-65.67327062028818,-102.49999712299291
38.81737317357964,0.0,30.0,-200.0,0.2,-199.8,0.0,9.0278995,0.0,30.0,9.0278995,-160.77210050000002,-199.58947367357968
43.32653876502621,2.099573346942651,21.89412577615854,-200.0,0.2,-199.8,0.0,19.543366,0.0,23.99369912310119,19.543366,-156.26293487689884,-199.58947364192505
48.73673733998679,7.499999999999999,8.472235757101371,-200.0,0.2,-199.8,0.0,32.764502,0.0,15.97223575710137,32.764502,-151.06326224289865,-199.79999958288545
54.48357817547155,15.726379856708617,1.339449215835783,-199.8,0.1998,-199.6002,0.0,37.838591,0.0,17.0658290725444,37.838591,-144.6957799274556,-199.17935810292715
60.65107205230315,21.841294945371278,23.399285371684,-200.0,0.2,-199.8,0.0,15.410492,0.0,45.240580317055276,15.410492,-139.14892768294473,-199.79999973524787
64.3975569993438,36.83454342038696,19.939384995365387,-199.8,0.1998,-199.6002,0.0,7.6236286,0.0,56.773928415752344,7.6236286,-135.20264298424766,-199.60019998359147
67.36660753514445,33.06141448762315,20.567809374051276,-199.6002,0.1996002,-199.4005998,13.737384,0.0,0.0,53.62922386167443,0.0,-145.77137593832558,-213.13798347347003
70.33874718019244,41.4398861775214,21.862513726424467,-184.9402,0.1849402,-184.7552598,50.0,0.0,42.963653,63.30239990394587,-42.963653,-164.41651289605414,-234.7552600762466
69.24487644769277,33.441566911571066,4.992502581518613,-132.12368,0.13212368,-131.99155632,0.0,30.810807,0.0,38.43406949308968,30.810807,-62.746679826910324,-131.9915562746031
67.58511503448175,34.52316277995706,11.992548764247712,-131.99155,0.13199155,-131.85955844999998,50.0,0.0,28.930597,46.51571154420478,-28.930597,-114.27444390579521,-181.85955894027694
67.23528896023228,36.787444943476494,6.316694855052101,-79.227983,0.079227983,-79.148755017,50.0,0.0,25.868851,43.10413979852859,-25.868851,-61.913466218471406,-129.14875517870368
64.66306292115856,31.650016384985086,25.382741798656507,-26.517176,0.026517176,-26.490658824,25.166126,0.0,17.535821,57.03275818364159,-17.535821,13.006278359641591,-51.656784561516965
65.40852153237385,20.635578632677436,17.7854318506695,-0.0,0.0,0.0,0.0,26.987511,0.0,38.42101048334693,26.987511,65.40852148334693,-4.902692296582245e-08
60.874050146353696,11.105439647014697,11.41005221747129,-0.0,0.0,0.0,0.0,38.358558,0.0,22.515491864485988,38.358558,60.87404986448599,-2.818677060645314e-07
56.36172770645106,4.349448152205356,4.612640601732338,-0.0,0.0,0.0,0.0,52.728768,0.0,8.962088753937692,52.728768,61.690856753937695,5.3291290474866315
56.61221364581371,0.7521478009632573,10.985728265934608,-5.0626728,0.0050626728,-5.057610127199999,0.0,44.874338,0.0,11.737876066897865,44.874338,51.55460393969787,-5.057609706115841
51.765192647494004,0.0,11.288658249396098,-5.0576102,0.0050576102,-5.0525525898,0.0,90.476534,0.0,11.288658249396098,90.476534,96.71263965959609,44.94744701210209
48.06482707650041,0.0,20.585231453697773,-52.552553,0.052552553,-52.500000447000005,0.0,77.479596,0.0,20.585231453697773,77.479596,45.56482700669777,-2.5000000698026383
0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
