load_demand_mw,pv_generation_mw,wind_generation_mw,gas_generation_mw,battery_charge_mw,battery_discharge_mw,battery_net_mw,battery_soc,grid_purchase_mw,grid_sale_mw,chiller_load_mw,heat_pump_load_mw,freq_reg_up_mw,freq_reg_down_mw,spin_reserve_up_mw,spin_reserve_down_mw,total_renewable_mw,grid_net_mw,total_supply_mw,power_balance_mw
45.44704273771011,0.0,10.337123400806277,30.0,-100.0,0.1,-99.9,35.5,75.109919,0.0,20.0,15.0,20.0,0.0,15.0,0.0,40.33712340080628,75.109919,45.547042400806276,0.09999966309616326
41.8838579870162,0.0,15.921680029422449,30.0,-96.256579,0.096256579,-96.160322421,35.5,65.962178,0.0,20.0,15.0,20.0,0.0,15.0,0.0,45.92168002942245,65.962178,45.72353560842244,3.8396776214062385
40.51815083048055,0.0,7.015340326305186,30.0,-92.516901,0.092516901,-92.42438409900001,35.5,66.534956,0.0,20.0,15.0,20.0,0.0,15.0,0.0,37.015340326305186,66.534956,41.12591222730518,0.6077613968246283
39.157502690870096,0.0,22.913678993802215,30.0,-82.161501,0.082161501,-82.079339499,35.5,20.743824,0.0,20.0,15.0,20.0,0.0,15.0,0.0,52.913678993802215,20.743824,21.578163494802222,-17.579339196067874
36.82672650270473,0.0,5.010207729711825,30.0,-44.710919,0.044710919,-44.66620808099999,35.5,36.316519,0.0,20.0,15.0,20.0,0.0,15.0,0.0,35.01020772971182,36.316519,56.66051864871183,19.8337921460071
38.81737317357964,0.0,30.0,30.0,-7.297787,0.007297787,-7.290489213,35.5,48.817373,0.0,20.0,15.0,20.0,0.0,15.0,0.0,60.0,48.817373,131.526883787,92.70951061342036
43.32653876502621,2.099573346942651,21.89412577615854,30.0,-3.6470681,0.0036470681,-3.6434210319,35.5,59.33284,0.0,20.0,15.0,20.0,0.0,15.0,0.0,53.993699123101194,59.33284,139.68311809120118,96.35657932617497
48.73673733998679,7.499999999999999,8.472235757101371,30.0,-0.0,-0.0,-0.0,28.574035,79.690466,0.0,20.0,15.0,20.0,0.0,15.0,0.0,45.97223575710137,79.690466,155.6627017571014,106.9259644171146
54.48357817547155,15.726379856708617,1.339449215835783,30.0,-3.6470681,0.0036470681,-3.6434210319,35.5,77.417749,0.0,20.0,15.0,20.0,0.0,15.0,0.0,47.0658290725444,77.417749,150.84015704064439,96.35657886517284
60.65107205230315,21.841294945371278,23.399285371684,30.0,-0.0,-0.0,-0.0,32.03875,58.871742,0.0,20.0,15.0,20.0,0.0,15.0,0.0,75.24058031705528,58.871742,164.11232231705526,103.46125026475211
64.3975569993438,36.83454342038696,19.939384995365387,30.0,-0.0,-0.0,-0.0,32.03875,51.084879,0.0,20.0,15.0,20.0,0.0,15.0,0.0,86.77392841575235,51.084879,167.85880741575235,103.46125041640855
67.36660753514445,33.06141448762315,20.567809374051276,30.0,-0.0,-0.0,-0.0,0.0,89.237384,0.0,20.0,15.0,20.0,0.0,15.0,0.0,83.62922386167443,89.237384,202.86660786167442,135.50000032652997
70.33874718019244,41.4398861775214,21.862513726424467,30.0,-33.725,0.033725,-33.691275000000005,0.0,82.536347,0.0,20.0,15.0,20.0,0.0,15.0,0.0,93.30239990394587,82.536347,172.14747190394587,101.80872472375343
69.24487644769277,33.441566911571066,4.992502581518613,30.0,-67.416275,0.067416275,-67.348858725,1.7578273,104.55298,0.0,20.0,15.0,20.0,0.0,15.0,0.0,68.43406949308968,104.55298,135.6381907680897,66.39331432039691
67.58511503448175,34.52316277995706,11.992548764247712,30.0,-99.223514,0.099223514,-99.12429048599999,0.0,96.569403,0.0,20.0,15.0,20.0,0.0,15.0,0.0,76.51571154420478,96.569403,103.96082405820478,36.37570902372303
67.23528896023228,36.787444943476494,6.316694855052101,30.0,-132.84929,0.13284929,-132.71644071,0.0,99.631149,0.0,20.0,15.0,20.0,0.0,15.0,0.0,73.10413979852859,99.631149,70.01884808852859,2.7835591282963037
64.66306292115856,31.650016384985086,25.382741798656507,30.0,-166.44144,0.16644144,-166.27499856,0.0,83.130305,0.0,20.0,15.0,20.0,0.0,15.0,0.0,87.03275818364159,83.130305,33.8880646236416,-30.77499829751696
65.40852153237385,20.635578632677436,17.7854318506695,30.0,-200.0,0.2,-199.8,35.5,66.987511,0.0,20.0,15.0,20.0,0.0,15.0,0.0,68.42101048334693,66.987511,-34.39147851665308,-99.80000004902693
60.874050146353696,11.105439647014697,11.41005221747129,30.0,-196.15658,0.19615658,-195.96042341999998,35.5,78.358558,0.0,20.0,15.0,20.0,0.0,15.0,0.0,52.51549186448599,78.358558,-35.08637355551399,-95.96042370186768
56.36172770645106,4.349448152205356,4.612640601732338,30.0,-192.317,0.192317,-192.124683,35.5,77.284299,0.0,20.0,15.0,20.0,0.0,15.0,0.0,38.96208875393769,77.284299,-45.87829524606231,-102.24002295251337
56.61221364581371,0.7521478009632573,10.985728265934608,30.0,-178.87169,0.17887169,-178.69281831,35.5,84.874338,0.0,20.0,15.0,20.0,0.0,15.0,0.0,41.73787606689787,84.874338,-22.080604243102144,-78.69281788891585
51.765192647494004,0.0,11.288658249396098,30.0,-175.0494,0.1750494,-174.87435059999999,35.5,44.976534,0.0,20.0,15.0,20.0,0.0,15.0,0.0,41.2886582493961,44.976534,-58.60915835060389,-110.3743509980979
48.06482707650041,0.0,20.585231453697773,30.0,-137.50593,0.13750593,-137.36842407,35.5,31.979596,0.0,20.0,15.0,20.0,0.0,15.0,0.0,50.58523145369777,31.979596,-24.80359661630223,-72.86842369280264
