load_demand_mw,pv_generation_mw,wind_generation_mw,gas_generation_mw,battery_charge_mw,battery_discharge_mw,battery_net_mw,battery_soc,grid_purchase_mw,grid_sale_mw,chiller_load_mw,heat_pump_load_mw,freq_reg_up_mw,freq_reg_down_mw,spin_reserve_up_mw,spin_reserve_down_mw,total_renewable_mw,grid_net_mw,total_supply_mw,power_balance_mw
45.44704273771011,0.0,10.337123400806277,30.0,-100.0,0.1,-99.9,35.5,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,40.33712340080628,0.0,-29.56287659919373,-75.00991933690383
41.8838579870162,0.0,15.921680029422449,30.0,-82.852156,0.082852156,-82.76930384399999,35.5,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,45.92168002942245,0.0,-6.847623814577545,-48.731481801593745
40.51815083048055,0.0,7.015340326305186,30.0,-74.411813,0.074411813,-74.337401187,35.5,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,37.015340326305186,0.0,-7.322060860694805,-47.840211691175355
39.157502690870096,0.0,22.913678993802215,30.0,-58.81631,0.05881631,-58.757493690000004,35.5,0.0,0.0,6.0,7.7561763,0.0,0.0,0.0,0.0,52.913678993802215,0.0,24.156185303802218,-15.001317387067878
36.82672650270473,0.0,5.010207729711825,30.0,-55.114073,0.055114073,-55.058958927,35.5,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,35.01020772971182,0.0,9.951248802711824,-26.875477699992906
38.81737317357964,0.0,30.0,30.0,-41.139845,0.041139845,-41.098705155000005,35.317373,0.0,0.0,6.0,15.0,0.0,0.0,0.0,0.0,60.0,0.0,48.901294844999995,10.083921671420356
43.32653876502621,2.099573346942651,21.89412577615854,30.0,-37.647523,0.037647523,-37.609875477,35.5,0.0,0.0,6.0,4.6671604,0.0,0.0,0.0,0.0,53.993699123101194,0.0,46.38382364610119,3.0572848810749846
48.73673733998679,7.499999999999999,8.472235757101371,30.0,-33.966454,0.033966454,-33.932487546,35.5,23.764502,0.0,6.0,15.0,0.0,0.0,0.0,0.0,45.97223575710137,23.764502,65.80425021110138,17.067512871114587
54.48357817547155,15.726379856708617,1.339449215835783,30.0,-30.289067,0.030289067,-30.258777933,35.5,0.0,0.0,6.0,10.759397,0.0,0.0,0.0,0.0,47.0658290725444,0.0,46.8070511395444,-7.676527035927151
60.65107205230315,21.841294945371278,23.399285371684,30.0,-3.6470681,0.0036470681,-3.6434210319,35.5,6.4104917,0.0,6.0,15.0,0.0,0.0,0.0,0.0,75.24058031705528,6.4104917,108.00765098515527,47.356578932852116
64.3975569993438,36.83454342038696,19.939384995365387,30.0,-0.0,-0.0,-0.0,32.03875,2.0848786,0.0,6.0,15.0,0.0,0.0,0.0,0.0,86.77392841575235,2.0848786,118.85880701575235,54.46125001640854
67.36660753514445,33.06141448762315,20.567809374051276,30.0,-0.0,-0.0,-0.0,0.0,40.237384,0.0,6.0,15.0,0.0,0.0,0.0,0.0,83.62922386167443,40.237384,153.86660786167442,86.50000032652997
70.33874718019244,41.4398861775214,21.862513726424467,30.0,-33.725,0.033725,-33.691275000000005,0.0,47.536347,0.0,20.0,15.0,0.0,0.0,0.0,0.0,93.30239990394587,47.536347,137.14747190394587,66.80872472375343
69.24487644769277,33.441566911571066,4.992502581518613,30.0,-67.416275,0.067416275,-67.348858725,1.7578273,55.55298,0.0,6.0,15.0,0.0,0.0,0.0,0.0,68.43406949308968,55.55298,86.63819076808969,17.39331432039691
67.58511503448175,34.52316277995706,11.992548764247712,30.0,-99.223514,0.099223514,-99.12429048599999,0.0,61.569403,0.0,20.0,15.0,0.0,0.0,0.0,0.0,76.51571154420478,61.569403,68.96082405820479,1.3757090237230472
67.23528896023228,36.787444943476494,6.316694855052101,30.0,-132.84929,0.13284929,-132.71644071,0.0,64.631149,0.0,20.0,15.0,0.0,0.0,0.0,0.0,73.10413979852859,64.631149,35.018848088528586,-32.216440871703696
64.66306292115856,31.650016384985086,25.382741798656507,30.0,-166.44144,0.16644144,-166.27499856,0.0,48.130305,0.0,20.0,15.0,0.0,0.0,0.0,0.0,87.03275818364159,48.130305,-1.11193537635841,-65.77499829751696
65.40852153237385,20.635578632677436,17.7854318506695,30.0,-200.0,0.2,-199.8,35.5,17.987511,0.0,6.0,15.0,0.0,0.0,0.0,0.0,68.42101048334693,17.987511,-83.39147851665308,-148.80000004902695
60.874050146353696,11.105439647014697,11.41005221747129,30.0,-196.15658,0.19615658,-195.96042341999998,35.5,29.358558,0.0,6.0,15.0,0.0,0.0,0.0,0.0,52.51549186448599,29.358558,-84.08637355551399,-144.96042370186768
56.36172770645106,4.349448152205356,4.612640601732338,30.0,-192.317,0.192317,-192.124683,35.5,7.1812064,0.0,6.0,15.0,0.0,0.0,0.0,0.0,38.96208875393769,7.1812064,-115.98138784606232,-172.34311555251338
56.61221364581371,0.7521478009632573,10.985728265934608,30.0,-158.82375,0.15882375,-158.66492624999998,35.5,35.874338,0.0,6.0,15.0,0.0,0.0,0.0,0.0,41.73787606689787,35.874338,-51.05271218310211,-107.66492582891581
51.765192647494004,0.0,11.288658249396098,30.0,-155.02151,0.15502151,-154.86648849,35.5,0.0,0.0,6.0,15.0,0.0,0.0,0.0,0.0,41.2886582493961,0.0,-83.5778302406039,-135.3430228880979
48.06482707650041,0.0,20.585231453697773,30.0,-121.32036,0.12132036,-121.19903964,35.5,0.0,0.0,6.0,15.0,0.0,0.0,0.0,0.0,50.58523145369777,0.0,-40.61380818630222,-88.67863526280263
